"","state_abrv","date","positive","positiveIncrease","positiveIncrease2","positiveCasesViral","positivePCRincrease","negative","negativePCRincrease","PCRincrease","pct_positive","state","CENSUS2010POP","POPESTIMATE2019","newcase_incidence","PCR_incidence","newcase_7MA","PCR_7MA","positivity_7MA","date_fmt"
"164","UT",20200323,257,76,76,257,76,4790,1282,1358,5.59646539027982,"Utah",2763885,3205958,2.37058626469841,42.3586335192164,0.971405649820027,21.7318594228086,31.713513993586,2020-03-23
"165","WY",20200323,26,2,2,26,3,592,154,157,1.91082802547771,"Wyoming",563626,578759,0.34556698038389,27.1270079601354,0.567717182059248,14.9745691499686,20.1441244116578,2020-03-23
"166","KS",20200324,98,16,16,NA,16,2086,1669,1685,0.949554896142433,"Kansas",2853118,2913314,0.549202729262963,57.8379124255058,0.406998451150232,8.76272568922246,71.9610475248457,2020-03-24
"167","NE",20200324,52,2,2,NA,2,975,619,621,0.322061191626409,"Nebraska",1826341,1934408,0.103390804835381,32.1028449013859,0.228936782135487,5.90804599059321,59.0497431552314,2020-03-24
"168","NM",20200324,83,18,18,NA,18,5890,569,587,3.0664395229983,"New Mexico",2059179,2096829,0.858439100184135,27.9946528782271,0.408780523897207,32.0279540473462,15.3161809533919,2020-03-24
"169","OK",20200324,106,25,25,NA,25,735,41,66,37.8787878787879,"Oklahoma",3751351,3956971,0.631796391734991,1.66794247418038,0.321313593510938,2.08312296017766,18.5701678090298,2020-03-24
"170","CO",20200324,720,129,129,NA,129,5504,659,788,16.3705583756345,"Colorado",5029196,5758736,2.24007490532645,13.6835583364127,1.38919373973733,12.4233611582224,10.5876937696149,2020-03-24
"171","AZ",20200324,357,92,92,NA,92,313,4,96,95.8333333333333,"Arizona",6392017,7278717,1.26395901915131,1.31891375911442,0.661419548841604,0.997035996473397,59.7754511841456,2020-03-24
"172","TX",20200324,410,58,58,410,58,10757,1054,1112,5.2158273381295,"Texas",25145561,28995881,0.200028410931884,3.83502746476301,0.170467562025694,4.8770473887062,4.98448080989511,2020-03-24
"173","UT",20200324,299,42,42,299,42,5524,734,776,5.41237113402062,"Utah",2763885,3205958,1.31006083049123,24.2049334395522,1.10508532640076,25.136235186398,18.2009955841603,2020-03-24
"174","WY",20200324,29,3,3,27,1,710,118,119,0.840336134453782,"Wyoming",563626,578759,0.518350470575835,20.5612353328415,0.468983759092423,15.7726643189504,17.3864403720573,2020-03-24
"175","NE",20200325,61,9,9,NA,9,1304,329,338,2.66272189349112,"Nebraska",1826341,1934408,0.465258621759215,17.4730460171794,0.273247127064936,8.38204024915412,45.1444177114444,2020-03-25
"176","KS",20200325,126,28,28,NA,28,2360,274,302,9.27152317880795,"Kansas",2853118,2913314,0.961104776210185,10.3662015148384,0.539395537668982,10.067082171222,72.8887254392786,2020-03-25
"177","NM",20200325,100,17,17,NA,17,6742,852,869,1.95627157652474,"New Mexico",2059179,2096829,0.810748039062794,41.4435321144452,0.490536628676649,30.5767831875111,15.5296330059137,2020-03-25
"178","OK",20200325,164,58,58,NA,58,805,70,128,45.3125,"Oklahoma",3751351,3956971,1.46576762882518,3.23479752568316,0.48738578790985,2.02896898374323,23.8445808959429,2020-03-25
"179","WY",20200325,44,15,15,30,3,954,244,247,1.21457489878543,"Wyoming",563626,578759,2.59175235287918,42.6775220774105,0.715817316509487,19.6232678146566,16.3040641017111,2020-03-25
"180","CO",20200325,912,192,192,NA,192,6789,1285,1477,12.9993229519296,"Colorado",5029196,5758736,3.3340649753696,25.6479894199005,1.8084325647652,14.6386290324821,11.8821175964072,2020-03-25
"181","TX",20200325,974,564,564,974,564,12520,1763,2327,24.2372152986678,"Texas",25145561,28995881,1.94510385802728,8.0252777972154,0.438978606256917,5.70869260460034,8.02216929097017,2020-03-25
"182","AZ",20200325,450,93,93,NA,93,323,10,103,90.2912621359223,"Arizona",6392017,7278717,1.27769770414209,1.41508455404984,0.828246438015303,1.17171356278468,64.5109376117264,2020-03-25
"183","UT",20200325,346,47,47,346,47,6491,967,1014,4.63510848126233,"Utah",2763885,3205958,1.46602045316876,31.6286114790025,1.26104494907829,29.6011363841947,4.57743965291211,2020-03-25
"184","KS",20200326,168,42,42,NA,42,2869,509,551,7.62250453720508,"Kansas",2853118,2913314,1.44165716431528,18.9131689889933,0.657081836796759,12.6806987310181,59.6919403731651,2020-03-26
"185","NE",20200326,73,12,12,NA,12,1584,280,292,4.10958904109589,"Nebraska",1826341,1934408,0.620344829012287,15.0950575059657,0.33971264445911,10.2652299086557,44.5732007018712,2020-03-26
"186","NM",20200326,112,12,12,NA,12,7681,939,951,1.26182965299685,"New Mexico",2059179,2096829,0.57229273345609,45.3541991263951,0.524601672334749,34.0377916231741,15.4841607506017,2020-03-26
"187","OK",20200326,248,84,84,NA,84,958,153,237,35.4430379746835,"Oklahoma",3751351,3956971,2.12283587622957,5.98942979364772,0.736494079508218,2.51274450655745,26.8274282071668,2020-03-26
"188","CO",20200326,1086,174,174,NA,174,6978,189,363,47.9338842975207,"Colorado",5029196,5758736,3.0214963839287,6.30346659405814,2.15821170280621,14.2293130198809,17.8369582103387,2020-03-26
"189","AZ",20200326,577,127,127,NA,127,347,24,151,84.1059602649007,"Arizona",6392017,7278717,1.74481299382845,2.07454143360705,1.04610272858331,1.3836818454995,71.2104601744863,2020-03-26
"190","TX",20200326,1396,422,422,1396,422,20028,7508,7930,5.32156368221942,"Texas",25145561,28995881,1.45537912781474,27.3487120463765,0.617329061324262,9.3949304632022,6.86912736802193,2020-03-26
"191","UT",20200326,402,56,56,402,56,7308,817,873,6.41466208476518,"Utah",2763885,3205958,1.74674777398831,27.2305501194963,1.44374050707197,27.5558373325094,5.33294478986054,2020-03-26
"192","WY",20200326,53,9,9,44,14,1052,98,112,12.5,"Wyoming",563626,578759,1.55505141172751,19.3517509014979,0.863917450959726,19.9688347950405,17.3609154136644,2020-03-26
"193","KS",20200327,202,34,34,NA,34,3229,360,394,8.62944162436548,"Kansas",2853118,2913314,1.1670557996838,13.5241172081005,0.774768135924537,14.5636795170625,46.6390034623601,2020-03-27
"194","NE",20200327,85,12,12,NA,12,1761,177,189,6.34920634920635,"Nebraska",1826341,1934408,0.620344829012287,9.77043105694352,0.3914080468768,11.6240804864921,31.194515894615,2020-03-27
"195","NM",20200327,136,24,24,NA,24,8377,696,720,3.33333333333333,"New Mexico",2059179,2096829,1.14458546691218,34.3375640073654,0.633609812040671,32.0143280298829,15.8479758931779,2020-03-27
"196","OK",20200327,322,74,74,NA,74,1084,126,200,37,"Oklahoma",3751351,3956971,1.87011731953557,5.05437113387993,0.985602371106586,2.95680711331976,31.1854987080944,2020-03-27
"197","CO",20200327,1430,344,344,NA,344,8692,1714,2058,16.7152575315841,"Colorado",5029196,5758736,5.97353308087052,35.7370089547428,2.8602506819949,17.7866412748512,18.828331996902,2020-03-27
"198","AZ",20200327,736,159,159,NA,159,7455,7108,7267,2.18797302876015,"Arizona",6392017,7278717,2.18445091353325,99.8390238279631,1.31695108983002,15.5345273859979,66.2598698552866,2020-03-27
"199","TX",20200327,1731,335,335,1731,335,21935,1907,2242,14.9420160570919,"Texas",25145561,28995881,1.15533651141691,7.73213271222902,0.75725041281356,9.05990750893204,8.75436110806409,2020-03-27
"200","UT",20200327,480,78,78,480,78,8764,1456,1534,5.08474576271187,"Utah",2763885,3205958,2.43297011376943,47.8484122374654,1.63980403272372,31.6241554897832,5.27718843344096,2020-03-27
"201","WY",20200327,70,17,17,54,10,1211,159,169,5.91715976331361,"Wyoming",563626,578759,2.93731933326307,29.2004098424387,1.25885114282703,22.6099538594031,17.7453944581931,2020-03-27
"202","KS",20200328,261,59,59,NA,59,3671,442,501,11.7764471057884,"Kansas",2853118,2913314,2.02518506415718,17.1969104600465,1.01014073418009,16.966441457588,34.0356387631871,2020-03-28
"203","NE",20200328,96,11,11,NA,11,1904,143,154,7.14285714285714,"Nebraska",1826341,1934408,0.568649426594596,7.96109197232435,0.428333334318008,11.8604023261159,31.5123479454681,2020-03-28
"204","NM",20200328,191,55,55,NA,55,9196,819,874,6.2929061784897,"New Mexico",2059179,2096829,2.62300836167375,41.6819874200519,0.912943170037096,37.8735155390763,2.46124820439072,2020-03-28
"205","OK",20200328,377,55,55,NA,55,1180,96,151,36.4238410596026,"Oklahoma",3751351,3956971,1.38995206181698,3.81605020607935,1.16972589098364,3.40809025027332,34.1911023759497,2020-03-28
"206","CO",20200328,1734,304,304,NA,304,9942,1250,1554,19.5624195624196,"Colorado",5029196,5758736,5.27893621100186,26.9850883943977,3.40104395924979,19.8357020409637,19.9353652467924,2020-03-28
"207","AZ",20200328,873,137,137,NA,137,7455,0,137,100,"Arizona",6392017,7278717,1.8821998437362,1.8821998437362,1.50929267970087,15.6699515666213,72.3523068300765,2020-03-28
"208","WY",20200328,82,12,12,73,19,1475,264,283,6.71378091872792,"Wyoming",563626,578759,2.07340188230334,48.8977277243205,1.45631798876068,26.90485775846,18.4423828201083,2020-03-28
"209","TX",20200328,2052,321,321,2052,321,23208,1273,1594,20.138017565872,"Texas",25145561,28995881,1.1070537915368,5.49733253492108,0.861206064800327,9.23185311340305,10.3690291366941,2020-03-28
"210","UT",20200328,602,122,122,602,122,10710,1946,2068,5.89941972920696,"Utah",2763885,3205958,3.80541479333167,64.5048999394253,2.07649097622079,38.9988176478205,5.28980010696655,2020-03-28
"211","KS",20200329,319,58,58,NA,58,4194,523,581,9.98278829604131,"Kansas",2853118,2913314,1.99085989357824,19.9429241063613,1.25041692823264,19.7712982534667,21.176037091193,2020-03-29
"212","NE",20200329,108,12,12,NA,12,1968,64,76,15.7894736842105,"Nebraska",1826341,1934408,0.620344829012287,3.92885058374448,0.443103449294491,12.3478161203398,19.4822727574982,2020-03-29
"213","NM",20200329,237,46,46,NA,46,10769,1573,1619,2.84126003705991,"New Mexico",2059179,2096829,2.19378881158168,77.2118279554508,1.22634157169162,42.4246053717985,2.86714249539928,2020-03-29
"214","OK",20200329,429,52,52,NA,52,1205,25,77,67.5324675324675,"Oklahoma",3751351,3956971,1.31413649480878,1.94593288654377,1.30691596461752,3.24201805587441,42.2125814775682,2020-03-29
"215","CO",20200329,2061,327,327,NA,327,11215,1273,1600,20.4375,"Colorado",5029196,5758736,5.67832941117634,27.7838747947466,3.93439512718466,21.6466153088356,21.0159276441652,2020-03-29
"216","AZ",20200329,919,46,46,NA,46,12953,5498,5544,0.82972582972583,"Arizona",6392017,7278717,0.631979509575657,76.1672695888575,1.50536734113208,26.3743498437195,64.8517914724183,2020-03-29
"217","WY",20200329,86,4,4,84,11,1554,79,90,12.2222222222222,"Wyoming",563626,578759,0.691133960767781,15.5505141172751,1.5303680559858,29.0523097079885,5.90270028042581,2020-03-29
"218","TX",20200329,2552,500,500,2552,500,23208,0,500,100,"Texas",25145561,28995881,1.72438285286107,1.72438285286107,1.09276604789881,8.37754458001417,24.4629030336119,2020-03-29
"219","UT",20200329,719,117,117,719,117,13274,2564,2681,4.36404326743752,"Utah",2763885,3205958,3.64945517065414,83.6255496796901,2.39732220001456,45.914512916264,5.34383083566919,2020-03-29
"220","KS",20200330,368,49,49,NA,49,4554,360,409,11.9804400977995,"Kansas",2853118,2913314,1.68193335836782,14.0389947667845,1.40242839793935,21.6886042100901,8.60181424802146,2020-03-30
"221","NE",20200330,145,37,37,NA,37,2584,616,653,5.66615620214395,"Nebraska",1826341,1934408,1.91272988945455,33.7570977787519,0.701580461382944,17.155488545185,6.00600935780448,2020-03-30
"222","NM",20200330,237,0,0,NA,0,10942,173,173,0,"New Mexico",2059179,2096829,0,8.25055357399197,1.17183750183866,39.4677595822754,2.6788629002004,2020-03-30
"223","OK",20200330,481,52,52,NA,52,1207,2,54,96.2962962962963,"Oklahoma",3751351,3956971,1.31413649480878,1.36468020614758,1.44410603825141,3.29617203230884,50.8409901059768,2020-03-30
"224","CO",20200330,2627,566,566,NA,566,12737,1522,2088,27.1072796934866,"Colorado",5029196,5758736,9.82854570864162,36.2579566071443,5.05071152518787,24.6284204430575,23.018031773225,2020-03-30
"225","AZ",20200330,1157,238,238,NA,238,15602,2649,2887,8.24385174922064,"Arizona",6392017,7278717,3.26980702780449,39.6635835683679,1.75070100168163,31.7658023679566,54.4988723345519,2020-03-30
"226","TX",20200330,2877,325,325,2877,325,33003,9795,10120,3.21146245059289,"Texas",25145561,28995881,1.12084885435969,34.901508941908,1.24401905813548,12.7234820500392,24.7237289132248,2020-03-30
"227","UT",20200330,806,87,87,806,87,15197,1923,2010,4.32835820895522,"Utah",2763885,3205958,2.71369743458897,62.695768316366,2.4463380814275,48.8198178872854,5.16267266690853,2020-03-30
"228","WY",20200330,94,8,8,87,3,1840,286,289,1.03806228373702,"Wyoming",563626,578759,1.38226792153556,49.9344286654722,1.67846819043604,32.3105126658937,5.77801946017714,2020-03-30
"229","KS",20200331,428,60,60,NA,60,4996,442,502,11.9521912350598,"Kansas",2853118,2913314,2.05951023473611,17.2312356306255,1.61818661300694,15.88765038225,10.1736194392954,2020-03-31
"230","NE",20200331,172,27,27,NA,27,2931,347,374,7.2192513368984,"Nebraska",1826341,1934408,1.39577586527765,19.3340805042163,0.886206898588981,15.3313793455894,6.99132223570048,2020-03-31
"231","NM",20200331,281,44,44,NA,44,12246,1304,1348,3.26409495548961,"New Mexico",2059179,2096829,2.098406689339,64.2875503915675,1.34897572886078,44.6524592270383,2.70709939055631,2020-03-31
"232","OK",20200331,565,84,84,NA,84,1229,22,106,79.2452830188679,"Oklahoma",3751351,3956971,2.12283587622957,2.67881670095636,1.65711167889349,3.44058263613398,56.7504894117026,2020-03-31
"233","CO",20200331,2627,0,0,NA,0,12737,0,0,NA,"Colorado",5029196,5758736,0,0,4.73070082442695,22.6736263949986,24.1259440061567,2020-03-31
"234","AZ",20200331,1289,132,132,NA,132,18082,2480,2612,5.05359877488515,"Arizona",6392017,7278717,1.81350641878232,35.8854451959047,1.82920777305749,36.703878287498,41.5303388262021,2020-03-31
"235","TX",20200331,3266,389,389,3266,389,39726,6723,7112,5.46962879640045,"Texas",25145561,28995881,1.34156985952591,24.5276216990958,1.40709640793463,15.6795669406581,24.7599862644064,2020-03-31
"236","UT",20200331,887,81,81,887,81,17626,2429,2510,3.22709163346614,"Utah",2763885,3205958,2.52654588737594,78.2917305841187,2.62012166098246,56.546503193652,4.85048988111503,2020-03-31
"237","WY",20200331,109,15,15,96,9,1999,159,168,5.35714285714286,"Wyoming",563626,578759,2.59175235287918,29.0276263522468,1.97466845933652,33.5199970972374,6.42327756341844,2020-03-31
"238","NE",20200401,210,38,38,NA,38,3475,544,582,6.52920962199313,"Nebraska",1826341,1934408,1.96442529187224,30.0867242070959,1.10037356574799,17.1333333727203,7.54367762548648,2020-04-01
"239","KS",20200401,482,54,54,NA,54,5411,415,469,11.5138592750533,"Kansas",2853118,2913314,1.8535592112625,16.0985050015206,1.7456801037287,16.7065508803475,10.4939531673304,2020-04-01
"240","NM",20200401,315,34,34,NA,34,12925,679,713,4.76858345021038,"New Mexico",2059179,2096829,1.62149607812559,34.003726579516,1.46479687729833,43.5896298649055,3.10885822965426,2020-04-01
"241","OK",20200401,719,154,154,NA,154,1248,19,173,89.0173410404624,"Oklahoma",3751351,3956971,3.89186577308755,4.37203103080614,2.00369712807383,3.60304456543726,62.9940381317686,2020-04-01
"242","CO",20200401,2966,339,339,NA,339,13883,1146,1485,22.8282828282828,"Colorado",5029196,5758736,5.88670847213694,25.7869087938742,5.095364181108,22.693472019852,25.7641039855489,2020-04-01
"243","TX",20200401,3997,731,731,3997,731,43860,4134,4865,15.0256937307297,"Texas",25145561,28995881,2.52104773088288,16.7782451583382,1.48937410405686,16.92999084939,23.4440546118438,2020-04-01
"244","AZ",20200401,1413,124,124,NA,124,19645,1563,1687,7.35032602252519,"Arizona",6392017,7278717,1.70359693885612,23.1771615794377,1.89005052087378,39.812746433982,29.6816336671454,2020-04-01
"245","UT",20200401,1012,125,125,1012,125,20155,2529,2654,4.70987189148455,"Utah",2763885,3205958,3.89899056693818,82.7833677172315,2.96768882009238,63.854325513399,4.86117036828963,2020-04-01
"246","WY",20200401,130,21,21,109,13,2218,219,232,5.60344827586207,"Wyoming",563626,578759,3.62845329403085,40.0857697245313,2.12276859378676,33.1497467611118,7.05025947442939,2020-04-01
"247","NE",20200402,246,36,36,NA,36,3978,503,539,6.67903525046382,"Nebraska",1826341,1934408,1.86103448703686,27.8638219031352,1.27761494546578,18.957442572316,7.9107413696819,2020-04-02
"248","KS",20200402,552,70,70,NA,70,6059,648,718,9.74930362116992,"Kansas",2853118,2913314,2.40276194052546,24.6454724756755,1.88298078604444,17.5254513784449,10.7977816078968,2020-04-02
"249","NM",20200402,363,48,48,NA,48,13648,723,771,6.22568093385214,"New Mexico",2059179,2096829,2.28917093382436,36.7698081245538,1.71006519163665,42.3632882932139,3.81797984120501,2020-04-02
"250","OK",20200402,879,160,160,NA,160,1265,17,177,90.3954802259887,"Oklahoma",3751351,3956971,4.04349690710394,4.47311845348374,2.2780772753416,3.38642865969955,70.8443870248122,2020-04-02
"251","CO",20200402,3342,376,376,NA,376,15303,1420,1796,20.9354120267261,"Colorado",5029196,5758736,6.52921057676546,31.1873994571031,5.59646620865611,26.2483195717155,21.2643586070832,2020-04-02
"252","AZ",20200402,1598,185,185,NA,185,21111,1466,1651,11.2053301029679,"Arizona",6392017,7278717,2.5416567232934,22.6825689197698,2.00388533936878,42.7567503605767,19.2672579297264,2020-04-02
"253","TX",20200402,4669,672,672,4669,672,46010,2150,2822,23.8128986534373,"Texas",25145561,28995881,2.31757055424527,9.73241682154786,1.61254430783265,14.413377245843,26.0856738934463,2020-04-02
"254","UT",20200402,1074,62,62,1074,62,20155,0,62,100,"Utah",2763885,3205958,1.93389932120134,1.93389932120134,2.99442475540852,60.2405182564998,18.2305043561803,2020-04-02
"255","WY",20200402,150,20,20,137,28,2439,221,249,11.2449799196787,"Wyoming",563626,578759,3.4556698038389,43.0230890577944,2.39428550694553,36.5313664977255,6.87097089152634,2020-04-02
"256","KS",20200403,620,68,68,NA,68,6454,395,463,14.6868250539957,"Kansas",2853118,2913314,2.33411159936759,15.892553978047,2.04970304314213,17.8637994884373,11.663122097844,2020-04-03
"257","NE",20200403,279,33,33,NA,33,4487,509,542,6.08856088560886,"Nebraska",1826341,1934408,1.70594827978379,28.0189081103883,1.43270115271885,21.5643678656652,7.87350630345369,2020-04-03
"258","NM",20200403,403,40,40,NA,40,14375,727,767,5.21512385919166,"New Mexico",2059179,2096829,1.90764244485363,36.5790438800684,1.81907333134257,42.6834997036001,4.08680705918477,2020-04-03
"259","OK",20200403,988,109,109,NA,109,1315,50,159,68.5534591194968,"Oklahoma",3751351,3956971,2.75463226796456,4.01822505143454,2.40443655368859,3.23840779077878,75.3520240418832,2020-04-03
"260","CO",20200403,3728,386,386,NA,386,16683,1380,1766,21.8573046432616,"Colorado",5029196,5758736,6.70285979423262,30.6664518047016,5.70065573913641,25.5239542645668,22.1213664590294,2020-04-03
"261","AZ",20200403,1769,171,171,NA,171,22904,1793,1964,8.70672097759674,"Arizona",6392017,7278717,2.34931513342255,26.9827773218824,2.02743737078153,32.3487151454223,20.1985076367031,2020-04-03
"262","TX",20200403,5330,661,661,5330,661,50434,4424,5085,12.9990167158309,"Texas",25145561,28995881,2.27963413148233,17.536973613597,1.77315825355628,15.8140688031813,25.8081025589805,2020-04-03
"263","UT",20200403,1246,172,172,1246,172,23002,2847,3019,5.69725074527989,"Utah",2763885,3205958,5.36501102010694,94.168420172691,3.41328774202817,66.8576622472463,18.3180050679758,2020-04-03
"264","WY",20200403,162,12,12,153,16,2704,265,281,5.69395017793594,"Wyoming",563626,578759,2.07340188230334,48.5521607439366,2.27086872823699,39.2959023407967,6.83908380790096,2020-04-03
"265","KS",20200404,698,78,78,NA,78,6880,426,504,15.4761904761905,"Kansas",2853118,2913314,2.67736330515695,17.2998859717833,2.14287136328495,17.8785102758282,12.1916568650443,2020-04-04
"266","NE",20200404,321,42,42,NA,42,5058,571,613,6.85154975530179,"Nebraska",1826341,1934408,2.171206901543,31.6892816820443,1.66163793485434,24.9541092527681,7.83189096237435,2020-04-04
"267","NM",20200404,495,92,92,NA,92,15137,762,854,10.7728337236534,"New Mexico",2059179,2096829,4.38757762316336,40.7281661976251,2.07115465441252,42.5472395289677,4.72679670849387,2020-04-04
"268","OK",20200404,1159,171,171,NA,171,1362,47,218,78.4403669724771,"Oklahoma",3751351,3956971,4.32148731946734,5.50926453592912,2.8232273047815,3.48029555218589,81.3543848865795,2020-04-04
"269","CO",20200404,4173,445,445,NA,445,17898,1215,1660,26.8072289156627,"Colorado",5029196,5758736,7.7273901772889,28.8257700995496,6.05043487717741,25.7869087938742,23.32883468457,2020-04-04
"270","AZ",20200404,2019,250,250,NA,250,25141,2237,2487,10.0522718134298,"Arizona",6392017,7278717,3.43467124769379,34.1681095720578,2.24921899991833,36.960987963754,7.34883218147876,2020-04-04
"271","TX",20200404,6110,780,780,6110,780,57641,7207,7987,9.76586953799925,"Texas",25145561,28995881,2.69003725046326,27.5452916916027,1.99929874768863,18.9637772541358,24.3263671264272,2020-04-04
