"","state_abrv","date","positive","positiveIncrease","positiveIncrease2","positiveCasesViral","positivePCRincrease","negative","negativePCRincrease","PCRincrease","pct_positive","state","CENSUS2010POP","POPESTIMATE2019","newcase_incidence","PCR_incidence","newcase_7MA","PCR_7MA","positivity_7MA","date_fmt"
"1422","AZ",20200810,187523,600,600,186180,587,840708,5068,5655,10.3801945181256,"Arizona",6392017,7278717,8.2432109944651,77.6922636228335,15.7523836765659,204.622011583321,19.8346720044758,2020-08-10
"1423","TX",20200810,490817,4455,4455,490817,4455,3582844,43342,47797,9.32066866121305,"Texas",25145561,28995881,15.3642512189921,164.840654436401,24.0443018194796,117.787665870788,27.5203038159312,2020-08-10
"1424","UT",20200810,44390,263,263,44390,263,530170,3684,3947,6.6632885736002,"Utah",2763885,3205958,8.20347615283793,123.11452614164,12.748585156583,153.187997383087,8.6317714056274,2020-08-10
"1425","WY",20200810,3042,-8,NA,2565,32,54640,1015,1047,3.05635148042025,"Wyoming",563626,578759,NA,180.904314230967,5.70185517633419,69.3355462784534,33.1851971784279,2020-08-10
"1426","NE",20200811,28696,264,264,28696,264,277036,2833,3097,8.52437843073943,"Nebraska",1826341,1934408,13.6475862382703,160.100661287588,12.8500000295402,161.533362440307,7.87089526951548,2020-08-11
"1427","NM",20200811,22444,129,129,22444,129,610553,5241,5370,2.40223463687151,"New Mexico",2059179,2096829,6.15214688465297,256.1009982216,8.95229347334884,375.98951287192,2.48749436299366,2020-08-11
"1428","KS",20200811,31730,0,0,NA,0,294939,0,0,NA,"Kansas",2853118,2913314,0,0,13.9948624046116,121.75628363928,11.5978674643331,2020-08-11
"1429","OK",20200811,44728,765,765,44728,765,669507,19022,19787,3.86617476120685,"Oklahoma",3751351,3956971,19.3329695870907,500.054208130411,19.0080457284842,205.637089581905,35.0525481056354,2020-08-11
"1430","TX",20200811,500620,9803,9803,500620,9803,3588243,5399,15202,64.4849361926062,"Texas",25145561,28995881,33.8082502131941,52.4281362583879,24.3576468178852,100.514276493272,34.126947468656,2020-08-11
"1431","CO",20200811,51039,379,379,47651,284,546143,4963,5247,5.41261673337145,"Colorado",5029196,5758736,6.58130534200561,91.1137444050222,7.61823924059526,111.596909956828,6.79000757651969,2020-08-11
"1432","UT",20200811,44752,362,362,44752,362,533797,3627,3989,9.07495612935573,"Utah",2763885,3205958,11.291476681853,124.424586972131,12.6772893290733,149.690045845891,8.79706677224253,2020-08-11
"1433","AZ",20200811,188737,1214,1214,187362,1182,848538,7830,9012,13.115845539281,"Arizona",6392017,7278717,16.678763578801,123.813029136866,16.1566935491516,210.890777277683,21.7083642243731,2020-08-11
"1434","WY",20200811,3073,31,31,2584,19,55779,1139,1158,1.64075993091537,"Wyoming",563626,578759,5.3562881959503,200.083281642273,5.52907168614225,89.1562809390437,32.2928308908927,2020-08-11
"1435","WY",20200812,3086,13,13,2600,16,56245,466,482,3.3195020746888,"Wyoming",563626,578759,2.24618537249529,83.2816422725176,4.63059753714413,89.6005813423944,31.7818237981142,2020-08-12
"1436","KS",20200812,32547,817,817,NA,817,302016,7077,7894,10.349632632379,"Kansas",2853118,2913314,28.0436643629901,270.962896550114,13.8771761054838,126.733433373226,10.9725402790899,2020-08-12
"1437","NE",20200812,29030,334,334,29030,334,279432,2396,2730,12.2344322344322,"Nebraska",1826341,1934408,17.2662644075087,141.128448600295,13.6771264682233,157.722672776374,8.64164463281832,2020-08-12
"1438","NM",20200812,22643,199,199,22643,199,617694,7141,7340,2.71117166212534,"New Mexico",2059179,2096829,9.49052116314683,350.052388630642,8.87735037730102,337.325688319975,2.64430133497721,2020-08-12
"1439","OK",20200812,45398,670,670,45398,670,676709,7202,7872,8.51117886178862,"Oklahoma",3751351,3956971,16.9321432984978,198.940047829514,17.4520214722683,207.146180391878,34.1583460901455,2020-08-12
"1440","CO",20200812,51441,402,402,48008,357,549859,3716,4073,8.76503805548736,"Colorado",5029196,5758736,6.98069854218009,70.7273262743769,7.55870236603509,113.273865256939,6.34317778024947,2020-08-12
"1441","AZ",20200812,189443,706,706,188053,691,854785,6247,6938,9.95964254828481,"Arizona",6392017,7278717,9.69951160348726,95.3189964659981,14.2097256190303,114.827929152899,12.0664713525971,2020-08-12
"1442","TX",20200812,506820,6200,6200,506820,6200,3599540,11297,17497,35.4346459393039,"Texas",25145561,28995881,21.3823473754772,60.3430535530202,23.1229886952367,97.612386492314,33.8710670013787,2020-08-12
"1443","UT",20200812,45090,338,338,45090,338,536119,2322,2660,12.7067669172932,"Utah",2763885,3205958,10.5428704930008,82.9705192644445,12.3074422238666,137.632139018308,9.49150560079786,2020-08-12
"1444","KS",20200813,32547,0,0,NA,0,302016,0,0,NA,"Kansas",2853118,2913314,0,0,13.8771761054838,126.733433373226,10.9725402790899,2020-08-13
"1445","NE",20200813,29244,214,214,29244,214,280400,968,1182,18.1049069373942,"Nebraska",1826341,1934408,11.0628161173858,61.1039656577103,12.9607758918639,143.735373893645,9.78369802959636,2020-08-13
"1446","NM",20200813,22816,173,173,22816,173,622007,4313,4486,3.8564422648239,"New Mexico",2059179,2096829,8.25055357399197,213.942100190335,8.51626091452515,323.038809009768,2.70478091287994,2020-08-13
"1447","OK",20200813,46103,705,705,46103,705,685169,8460,9165,7.69230769230769,"Oklahoma",3751351,3956971,17.8166582469268,231.616557210048,16.9754664796453,204.409599449391,34.0522544593134,2020-08-13
"1448","CO",20200813,51756,315,315,48262,254,554034,4175,4429,5.73492887785053,"Colorado",5029196,5758736,5.46995035021574,76.909238416208,6.86658619927309,99.7490719193537,6.32679471089618,2020-08-13
"1449","AZ",20200813,190794,1351,1351,189386,1333,867384,12599,13932,9.5679012345679,"Arizona",6392017,7278717,18.5609634225372,191.40735929148,14.0271973755814,121.970082678817,11.4694276947354,2020-08-13
"1450","TX",20200813,513575,6755,6755,513575,6755,3717188,117648,124403,5.42993336173565,"Texas",25145561,28995881,23.296412342153,429.036800088951,22.7076587681047,141.046141790178,31.652072991155,2020-08-13
"1451","UT",20200813,45424,334,334,45424,334,539232,3113,3447,9.68958514650421,"Utah",2763885,3205958,10.4181027948588,107.518563873887,11.180076951369,130.40452450451,9.22141871715301,2020-08-13
"1452","WY",20200813,3119,33,33,2627,27,56452,207,234,11.5384615384615,"Wyoming",563626,578759,5.70185517633419,40.4313367049152,4.56148414106735,85.8980779811385,32.5001159226564,2020-08-13
"1453","KS",20200814,33885,1338,1338,NA,1338,309158,7142,8480,15.7783018867925,"Kansas",2853118,2913314,45.9270782346153,291.07744650937,15.9219755528289,130.097300089961,12.2930468613181,2020-08-14
"1454","NE",20200814,29660,416,416,29660,416,284564,4164,4580,9.08296943231441,"Nebraska",1826341,1934408,21.5052874057593,236.764943073023,13.5811207208761,150.079138276044,9.80664613331817,2020-08-14
"1455","NM",20200814,22987,171,171,22987,171,627504,5497,5668,3.01693719124912,"New Mexico",2059179,2096829,8.15517145174928,270.31293443576,8.27099260018683,314.141019606272,2.71174801460003,2020-08-14
"1456","OK",20200814,46897,794,794,46897,794,696345,11176,11970,6.63324979114453,"Oklahoma",3751351,3956971,20.0658534015033,302.504112362714,16.7588505739076,207.326693646659,33.9068674852529,2020-08-14
"1457","CO",20200814,52219,463,463,48677,415,561147,7113,7528,5.51275239107333,"Colorado",5029196,5758736,8.03995876872981,130.723130909283,6.9037967458732,103.437877438978,6.06199789850642,2020-08-14
"1458","AZ",20200814,191721,927,927,190292,906,875854,8470,9376,9.66296928327645,"Arizona",6392017,7278717,12.7357609864486,128.813910473508,13.0870787883555,122.790478439695,10.6443213068234,2020-08-14
"1459","TX",20200814,520593,7018,7018,520593,7018,3761448,44260,51278,13.6861812083155,"Texas",25145561,28995881,24.2034377227579,176.84580785802,22.6973124709876,138.694083578876,31.8132443246324,2020-08-14
"1460","UT",20200814,45976,552,552,45976,552,543841,4609,5161,10.6956016275916,"Utah",2763885,3205958,17.217942343599,160.981522527744,11.59002795955,136.874620851017,8.97760969803877,2020-08-14
"1461","WY",20200814,3183,64,64,2694,67,56809,357,424,15.8018867924528,"Wyoming",563626,578759,11.0581433722845,73.2601998413847,5.32173149791191,83.6272092529015,33.6224231167055,2020-08-14
"1462","KS",20200815,33885,0,0,NA,0,309158,0,0,NA,"Kansas",2853118,2913314,0,0,15.9219755528289,130.097300089961,12.2930468613181,2020-08-15
"1463","NE",20200815,29988,328,328,29988,328,287695,3131,3459,9.48250939577913,"Nebraska",1826341,1934408,16.9560919930025,178.814396962792,13.913448307847,148.771983100625,10.0493934287391,2020-08-15
"1464","NM",20200815,23160,173,173,23160,173,635882,8378,8551,2.02315518652789,"New Mexico",2059179,2096829,8.25055357399197,407.806263648586,8.14154543428604,314.67924729607,2.67701461955525,2020-08-15
"1465","OK",20200815,47798,901,901,47798,901,706619,10274,11175,8.06263982102908,"Oklahoma",3751351,3956971,22.7699419581291,282.412987105541,17.0332307211754,219.691851599187,33.5379358467824,2020-08-15
"1466","CO",20200815,52538,319,319,48985,308,567787,6640,6948,4.43293033966609,"Colorado",5029196,5758736,5.53941003720261,120.651476296187,6.56145971715222,101.406181594612,5.85656042399312,2020-08-15
"1467","AZ",20200815,192654,933,933,191211,919,884537,8683,9602,9.57092272443241,"Arizona",6392017,7278717,12.8181930963932,131.918853281423,12.8495958049436,118.800371784517,10.7678118329302,2020-08-15
"1468","TX",20200815,528838,8245,8245,528838,8245,3792838,31390,39635,20.8023211807746,"Texas",25145561,28995881,28.435073243679,136.691828746297,23.3308999992102,152.247732802364,26.5858881457445,2020-08-15
"1469","UT",20200815,46321,345,345,46321,345,548580,4739,5084,6.78599527930763,"Utah",2763885,3205958,10.7612139647494,158.57974433851,11.4518922937499,127.200668255791,9.20666149977899,2020-08-15
"1470","WY",20200815,3227,44,44,2730,36,56809,0,36,100,"Wyoming",563626,578759,7.60247356844559,6.22020564691003,6.39298913710197,84.3183432136692,33.6224231167055,2020-08-15
"1471","KS",20200816,33885,0,0,NA,0,309158,0,0,NA,"Kansas",2853118,2913314,0,0,15.9219755528289,130.097300089961,12.2930468613181,2020-08-16
"1472","NE",20200816,30241,253,253,30241,253,290635,2940,3193,7.92358283745694,"Nebraska",1826341,1934408,13.0789368116757,165.063419919686,14.7405747465301,156.577988865697,10.2383161775893,2020-08-16
"1473","NM",20200816,23302,142,142,23302,142,641989,6107,6249,2.27236357817251,"New Mexico",2059179,2096829,6.7721306792304,298.021440947259,8.08704136443308,307.69591334616,2.70704668420089,2020-08-16
"1474","OK",20200816,48342,544,544,48342,544,706619,0,544,100,"Oklahoma",3751351,3956971,13.7478894841534,13.7478894841534,17.2426260967218,219.901246974733,33.5379358467824,2020-08-16
"1475","CO",20200816,52838,300,300,49278,293,573467,5680,5973,4.90540766783861,"Colorado",5029196,5758736,5.20947652401499,103.720677593138,6.23648761017795,99.4910787962597,5.65295933788852,2020-08-16
"1476","AZ",20200816,193537,883,883,192062,851,898437,13900,14751,5.76910039997288,"Arizona",6392017,7278717,12.1312588468545,202.659342298924,12.9810946469981,135.946250653005,9.71808232113442,2020-08-16
"1477","TX",20200816,535582,6744,6744,535582,6744,3903459,110621,117365,5.74617645805819,"Texas",25145561,28995881,23.2584759193901,404.764387052078,24.2497497193776,203.564381141879,22.1292661431439,2020-08-16
"1478","UT",20200816,46652,331,331,46652,331,551875,3295,3626,9.12851627137341,"Utah",2763885,3205958,10.3245270212523,113.101918365743,11.2513727788788,124.384483069157,9.24924427786085,2020-08-16
"1479","WY",20200816,3286,59,59,2789,59,56809,0,59,100,"Wyoming",563626,578759,10.1942259213248,10.1942259213248,7.0265286011391,84.9107437514702,33.6224231167055,2020-08-16
"1480","KS",20200817,35167,1282,1282,NA,1282,319095,9937,11219,11.4270434085034,"Kansas",2853118,2913314,44.0048686821949,385.094088725074,16.8536587542572,135.304918826366,12.5183259758916,2020-08-17
"1481","NE",20200817,30372,131,131,30372,131,292619,1984,2115,6.19385342789598,"Nebraska",1826341,1934408,6.77209771671747,109.335776113416,14.3270115271885,150.330230230644,10.2209475280018,2020-08-17
"1482","NM",20200817,23408,106,106,23408,106,647165,5176,5282,2.00681560015146,"New Mexico",2059179,2096829,5.05525247886213,251.904184842922,7.44661854366079,292.591472988158,2.6127314457031,2020-08-17
"1483","OK",20200817,48711,369,369,48711,369,706619,0,369,100,"Oklahoma",3751351,3956971,9.32531474200847,9.32531474200847,17.1415386740442,219.800159552056,33.5379358467824,2020-08-17
"1484","CO",20200817,53176,338,338,49611,333,581397,7930,8263,4.03001331235629,"Colorado",5029196,5758736,5.86934355039022,143.48634839312,6.2414490163913,105.333134612476,5.54195533966338,2020-08-17
"1485","AZ",20200817,194005,468,468,192514,452,904383,5946,6398,7.06470772116286,"Arizona",6392017,7278717,6.42970457568278,87.9001065709795,12.7220223014578,137.404513931311,9.24444135013975,2020-08-17
